sma_slow,sma_mid,sma_fast,atr,lowside,highside,rsi_filter,k_period,d_period,rsi_period,stoch_period,sma_filter,Drawd,Total trade,PnL,SQN
7,26,800,1,3.4,2.1,5,5,26,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,5,29,11,15,1600,3.602191571,1,0,0
7,26,800,1,3.4,2.1,5,8,2,11,15,1600,4.315746337,3,0,-0.593830987
7,26,800,1,3.4,2.1,5,8,5,11,15,1600,2.924650556,3,0,0.261324376
7,26,800,1,3.4,2.1,5,8,8,11,15,1600,0.870104264,2,0,-0.122506496
7,26,800,1,3.4,2.1,5,8,11,11,15,1600,4.152990791,1,0,0
7,26,800,1,3.4,2.1,5,8,14,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,8,17,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,8,20,11,15,1600,0.538007271,1,0,0
7,26,800,1,3.4,2.1,5,8,23,11,15,1600,3.602191571,3,0,-0.213408642
7,26,800,1,3.4,2.1,5,8,26,11,15,1600,1.24430225,1,0,0
7,26,800,1,3.4,2.1,5,8,29,11,15,1600,1.24430225,1,0,0
7,26,800,1,3.4,2.1,5,11,2,11,15,1600,2.924650556,3,0,-0.446183957
7,26,800,1,3.4,2.1,5,11,5,11,15,1600,3.997910189,3,0,-1.202101193
7,26,800,1,3.4,2.1,5,11,8,11,15,1600,4.629592291,2,0,-0.716871574
7,26,800,1,3.4,2.1,5,11,11,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,11,14,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,11,17,11,15,1600,1.24430225,2,0,7.64818387
7,26,800,1,3.4,2.1,5,11,20,11,15,1600,1.24430225,1,0,0
7,26,800,1,3.4,2.1,5,11,23,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,11,26,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,11,29,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,14,2,11,15,1600,4.914939268,3,0,-1.118701855
7,26,800,1,3.4,2.1,5,14,5,11,15,1600,0.497252344,1,0,0
7,26,800,1,3.4,2.1,5,14,8,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,14,11,11,15,1600,1.24430225,2,0,7.64818387
7,26,800,1,3.4,2.1,5,14,14,11,15,1600,1.24430225,2,0,67.4851685
7,26,800,1,3.4,2.1,5,14,17,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,14,20,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,14,23,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,14,26,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,14,29,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,17,2,11,15,1600,1.24430225,2,0,10.02210204
7,26,800,1,3.4,2.1,5,17,5,11,15,1600,1.24430225,2,0,7.64818387
7,26,800,1,3.4,2.1,5,17,8,11,15,1600,0.538007271,1,0,0
7,26,800,1,3.4,2.1,5,17,11,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,17,14,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,17,17,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,17,20,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,17,23,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,17,26,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,17,29,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,20,2,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,20,5,11,15,1600,4.486040729,3,0,-1.016839514
7,26,800,1,3.4,2.1,5,20,8,11,15,1600,1.809910333,2,0,36.32510207
7,26,800,1,3.4,2.1,5,20,11,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,20,14,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,20,17,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,20,20,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,20,23,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,20,26,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,20,29,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,23,2,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,23,5,11,15,1600,0.237941216,1,0,0
7,26,800,1,3.4,2.1,5,23,8,11,15,1600,1.24430225,1,0,0
7,26,800,1,3.4,2.1,5,23,11,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,23,14,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,23,17,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,23,20,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,23,23,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,23,26,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,23,29,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,26,2,11,15,1600,1.534757947,1,0,0
7,26,800,1,3.4,2.1,5,26,5,11,15,1600,1.24430225,1,0,0
7,26,800,1,3.4,2.1,5,26,8,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,26,11,11,15,1600,4.737604583,1,0,0
7,26,800,1,3.4,2.1,5,26,14,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,26,17,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,26,20,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,26,23,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,26,26,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,26,29,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,29,2,11,15,1600,0.576868489,2,0,9.288506078
7,26,800,1,3.4,2.1,5,29,5,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,29,8,11,15,1600,6.685307172,2,0,-19.66377365
7,26,800,1,3.4,2.1,5,29,11,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,29,14,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,29,17,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,29,20,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,29,23,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,29,26,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,5,29,29,11,15,1600,0,0,0,0
7,26,800,1,3.4,2.1,7,2,2,11,15,1600,6.925507333,7,0,1.816282382
7,26,800,1,3.4,2.1,7,2,5,11,15,1600,9.329454671,12,0,0.86578889
7,26,800,1,3.4,2.1,7,2,8,11,15,1600,9.443148204,10,0,0.501185124
7,26,800,1,3.4,2.1,7,2,11,11,15,1600,5.946495034,10,0,0.570288005
7,26,800,1,3.4,2.1,7,2,14,11,15,1600,5.990365725,9,0,-0.78353674
7,26,800,1,3.4,2.1,7,2,17,11,15,1600,0.870104264,4,0,1.024102079
7,26,800,1,3.4,2.1,7,2,20,11,15,1600,4.300837973,6,0,0.430124038
7,26,800,1,3.4,2.1,7,2,23,11,15,1600,4.300837973,5,0,0.292040559
